video_path,label,total_blinks,blink_rate,avg_ear,ear_variance,yaw_variance,pitch_variance,yaw_angular_velocity,pitch_angular_velocity,mean_yaw,mean_pitch,duration,blink_frames_processed,headpose_frames_processed,blink_faces_detected,headpose_faces_detected,blink_success,headpose_success
03__talking_angry_couch.mp4,real,46,90.98901098901099,0.5083784530686513,0.03532476422166216,7.306772126188381,4.824699800929646,7.714700230704296,10.810172229389405,173.67404143066628,20.642955090548426,60.666666666666664,728,728,728,728,True,True
04__exit_phone_room.mp4,real,4,40.93023255813954,0.5363296198830817,0.0029158670140967554,0.13847624992549043,2.308778032141949,1.103114798390625,3.5023486288700965,-179.18945371989207,0.4170050474916042,16.125,131,131,131,131,True,True
03__walking_down_indoor_hall_disgust.mp4,real,26,58.97610921501707,0.6423960385920361,0.04651126585295053,290.02376169477867,282.27190171545067,107.61331926184175,25.9434803080767,-168.82154037335852,-43.12499671384736,61.041666666666664,628,628,628,628,True,True
03__walk_down_hall_angry.mp4,real,0,0.0,0.27073949270448794,0.0015731643768081762,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.375,3,0,3,0,True,False
04__kitchen_pan.mp4,real,8,46.172344689378754,0.5656675051725509,0.00826289098092389,8.931217993110364,7.586562892043271,7.55077161380991,10.954417160669378,176.52762686626994,-16.784330117714276,20.791666666666668,241,240,241,241,True,True
03__walking_down_street_outside_angry.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.708333333333336,0,0,0,0,False,False
04__kitchen_still.mp4,real,19,65.14285714285714,0.5546274670109819,0.010158080973901976,6.701767981087934,6.5898107718137275,5.825934752770733,12.533250441401321,-174.8644357302429,-19.835342800156095,35.0,420,420,420,420,True,True
04__outside_talking_pan_laughing.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.458333333333336,0,0,0,0,False,False
04__podium_speech_happy.mp4,real,20,66.43776824034335,0.43205572013176874,0.013178576268298492,1.8999599157294003,3.16571158560777,5.225520816983501,8.559453098215295,177.23205354304162,1.3332293215009061,38.833333333333336,428,428,428,428,True,True
04__outside_talking_still_laughing.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.75,0,0,0,0,False,False
04__talking_against_wall.mp4,real,28,89.60000000000001,0.45428154929582176,0.007297392834515823,1.5838875843058333,1.2526022951532896,3.234757507268161,5.305688445578706,177.68401792659355,2.8144389406822032,37.5,450,450,450,450,True,True
04__secret_conversation.mp4,real,1,480.0,0.18152949240074948,0.0004500829935286466,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.125,3,0,3,0,True,False
04__walking_outside_cafe_disgusted.mp4,real,1,288.0,0.3264872635863375,0.01868897480535938,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.875,5,0,5,0,True,False
04__walk_down_hall_angry.mp4,real,0,0.0,0.41353374558307987,0.007031804222217704,0.18250445724422032,3.768406502915616,7.0088062520827865,28.14266666654969,173.5974228831836,-2.503909624988611,14.208333333333334,6,18,6,18,True,True
05__exit_phone_room.mp4,real,1,27.7992277992278,0.5542624889579361,0.007271301337085622,0.1508539124576654,0.5961976072217273,1.4589673815165902,3.924793010386219,-174.66947393598574,3.889871401259465,21.583333333333332,50,50,50,50,True,True
04__walking_down_street_outside_angry.mp4,real,0,0.0,0.5698178100394938,0.04776265752026169,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.041666666666668,7,0,7,0,True,False
04__talking_angry_couch.mp4,real,37,77.21739130434781,0.5426450319932908,0.024855321576287306,7.637858253586365,15.421754997939301,7.7635761046369005,16.57248148853646,172.52364570747318,24.248199945833008,57.5,690,690,690,690,True,True
05__kitchen_pan.mp4,real,18,76.57311669128508,0.5289661181292448,0.01100977067290532,1.0767287596258355,17.47525349140539,2.4917812569141273,5.815461885983121,-178.24554557416428,-9.205277214402287,28.208333333333332,332,332,332,332,True,True
05__hugging_happy.mp4,real,19,66.73170731707317,0.46084209795946823,0.010156502849844748,10.540012306287641,10.975819774173562,8.708353138651857,13.247106363119096,-171.85122291629224,-25.469394453495692,34.166666666666664,405,405,405,405,True,True
05__kitchen_still.mp4,real,15,49.371428571428574,0.5431993760210082,0.01090140312410418,3.4117777047768483,1.898787733448534,2.6198121265977563,4.8454161655073875,-175.6721529830183,-8.205868718681117,36.458333333333336,437,437,437,437,True,True
05__outside_talking_pan_laughing.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.458333333333332,0,0,0,0,False,False
05__talking_against_wall.mp4,real,15,51.73652694610779,0.5057579674968371,0.0070654578716335854,0.757217875223692,0.9095135427295454,2.429485660566527,3.144941373885407,-178.08232444236288,-0.9155613403582786,34.791666666666664,417,417,417,417,True,True
05__outside_talking_still_laughing.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,0,0,0,0,False,False
06__exit_phone_room.mp4,real,3,43.63636363636364,0.5932282784304885,0.026290872010125855,0.3823100531347122,0.6911160506221411,1.8083519302511146,2.7224000335673555,177.02427327292486,6.056586725192383,12.375,92,92,92,92,True,True
05__walking_outside_cafe_disgusted.mp4,real,1,360.0,0.32042830814852025,0.010507134004483068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.333333333333332,4,0,4,0,True,False
05__walking_down_street_outside_angry.mp4,real,0,0.0,0.40645675043007623,0.0023114662673887837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.291666666666664,7,0,7,0,True,False
05__walk_down_hall_angry.mp4,real,0,0.0,0.4082455824112923,0.008543938089102619,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.583333333333332,4,0,4,0,True,False
05__podium_speech_happy.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0,0,0,0,0,False,False
06__kitchen_pan.mp4,real,18,73.6929460580913,0.6037227848563671,0.031659452733630106,2716.196656170083,31.8892458747202,55.84248765378136,15.027433087312962,-174.28757966774504,-16.59843424612883,30.125,350,348,350,350,True,True
06__hugging_happy.mp4,real,21,68.72727272727273,0.4954673721156832,0.0518037345434597,192.40575996549498,31.032942779937706,64.4375049425005,16.04075179525679,-168.01683542961194,-27.995102401600093,36.666666666666664,438,438,438,438,True,True
06__kitchen_still.mp4,real,27,84.98360655737704,0.6099361368375473,0.029129629723769614,7.012566769516748,14.089407405674022,6.371237452174245,13.535975801104453,-174.18195543046386,-19.00724178161807,38.125,457,457,457,457,True,True
06__outside_talking_pan_laughing.mp4,real,22,97.69911504424779,0.39498400427162084,0.023998717327357283,14.147463247188284,61.67756691243527,8.477981268171199,12.491114371899325,174.22218802983582,-1.7695543714167599,28.25,322,322,322,322,True,True
06__outside_talking_still_laughing.mp4,real,25,93.72781065088758,0.4683093025739901,0.03450642565431097,6.179562875610781,7.619554593151815,8.716766512848087,11.244121489075544,176.00346127709273,-0.6017465633238022,35.208333333333336,384,384,384,384,True,True
06__talking_against_wall.mp4,real,26,88.61538461538461,0.5309487963628474,0.025884744458037186,10.042184871183116,12.057851836684154,5.89122947377393,9.509568705776784,174.53604776833689,-0.7427745356493735,35.208333333333336,422,422,422,422,True,True
06__podium_speech_happy.mp4,real,41,95.23505976095618,0.5220555313418039,0.035814544520269775,3.9614564875058647,10.249134612636082,6.200062764300857,11.703082552810757,176.0015838878632,1.5184135553034634,52.291666666666664,615,615,615,615,True,True
06__walking_outside_cafe_disgusted.mp4,real,6,72.80898876404494,0.30141546731307245,0.013710763518702512,1.0445860513939467,1.065377715079273,2.0762470853734545,4.48264662079486,176.93571017673716,-1.8514533102460147,14.833333333333334,113,113,113,113,True,True
06__walking_and_outside_surprised.mp4,real,26,73.77339901477833,0.6774387326202779,0.3147039975902129,8.026483672013045,309.8113774496414,7.87039326345723,17.903841896247894,176.85209744985582,-13.780843197184621,42.291666666666664,504,504,504,504,True,True
06__walking_down_street_outside_angry.mp4,real,12,69.02796271637816,0.5869005381245802,0.012314078175113562,0.7059749437315431,0.4495015111807405,1.9026395219455536,2.805496217900512,178.76092534169553,6.756730779492782,31.291666666666668,249,249,249,249,True,True
06__talking_angry_couch.mp4,real,47,114.22784810126582,0.5406255581780567,0.02130289701301232,15.756738227375093,24.91296211497014,7.845624917923054,12.644864270994809,171.6399934256858,23.782463455640126,49.375,592,592,592,592,True,True
06__walking_down_indoor_hall_disgust.mp4,real,35,73.41587764020393,0.4909708210519392,0.042612949749669185,32.77449782446265,326.64756409954543,9.437062491473773,16.549890295700447,170.23234923799438,23.499168314145955,57.208333333333336,685,685,685,685,True,True
07__exit_phone_room.mp4,real,2,14.784394250513346,0.6180107199687875,0.0038318249157995475,0.48659331125985494,1.305445473212263,2.0934218593945677,3.609496005438459,174.9360100026134,5.082856034789019,20.291666666666668,167,167,167,167,True,True
06__walk_down_hall_angry.mp4,real,0,0.0,0.49082372185616807,0.017598425947243358,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.625,5,0,5,0,True,False
07__kitchen_pan.mp4,real,5,24.913494809688583,0.5333699742699162,0.045936680400307066,10.914831805416206,107.98598969298932,7.820544237676523,13.537217540517094,-169.65658220505205,-17.19251771403553,24.083333333333332,285,283,285,285,True,True
07__hugging_happy.mp4,real,13,42.78857142857142,0.42265531624071107,0.030186569777219945,149.39988987794766,16.031427934322448,53.48981078484285,20.62690583504363,167.19510782376554,-32.32681685640914,36.458333333333336,433,433,433,433,True,True
07__kitchen_still.mp4,real,11,37.714285714285715,0.5239163688083511,0.04816911678978002,9.207053176743477,11.675477902690247,6.937974629347351,11.81159171016655,-171.0356563538749,-20.4718761101043,35.0,420,420,420,420,True,True
07__outside_talking_pan_laughing.mp4,real,7,192.53481894150417,0.24607978234206362,0.0046649709991483344,16.368106711062563,38.934974673029664,15.463440586461617,19.99734996317599,166.81378743459018,12.35336859552602,29.916666666666668,52,52,52,52,True,True
07__outside_talking_still_laughing.mp4,real,9,97.11627906976743,0.2595497305927399,0.007524381399750481,24.067080622433448,9.392504848614134,16.376882363531763,15.070330632050386,170.96925945222065,-2.5960498598722492,35.833333333333336,133,133,133,133,True,True
07__talking_against_wall.mp4,real,10,34.69879518072289,0.4280604730746379,0.02399879296515635,15.508127377329782,3.8430137428753706,9.560743987005404,7.082397059592676,170.06894518990447,-3.498493297364681,34.583333333333336,415,415,415,415,True,True
07__walking_outside_cafe_disgusted.mp4,real,6,50.70422535211267,0.4129404450931871,0.003958037231848681,0.38878270208991866,3.1885871990904224,1.912296382405158,4.523895980374143,175.1998339718242,-0.13382956460969023,23.666666666666668,166,166,166,166,True,True
07__podium_speech_happy.mp4,real,0,0.0,0.4371998805916618,0.001576004820565263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.291666666666664,4,0,4,0,True,False
07__walking_down_street_outside_angry.mp4,real,1,287.63358778625957,0.26299279698925326,0.004445328683511862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.75,5,0,5,0,True,False
07__secret_conversation.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.458333333333336,0,0,0,0,False,False
08__exit_phone_room.mp4,real,1,142.87206266318537,0.4909277177690097,0.011068503985529105,1.3841669834152082,48.58594217143782,12.340401767642387,41.76448515361666,-175.99461642023653,22.09396586320049,15.958333333333334,10,31,10,31,True,True
07__talking_angry_couch.mp4,real,23,40.888888888888886,0.461799426096434,0.03956215562056454,9.073223333438577,31.394184331038794,7.8672369917372835,12.825841054595069,172.02591841756194,18.399804748367703,67.5,804,804,804,804,True,True
07__walk_down_hall_angry.mp4,real,1,204.86187845303868,0.44716203319004544,0.01234297504373912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.166666666666668,7,0,7,0,True,False
08__kitchen_pan.mp4,real,11,49.345794392523366,0.5624235683055321,0.01787374743977177,20.319446413964872,66.35124300453673,8.450741967035665,14.511893249960517,-169.30440960462244,-10.476681920724172,26.75,313,311,313,313,True,True
08__outside_talking_pan_laughing.mp4,real,23,101.08882521489971,0.3262922117681075,0.0038561708317545423,8.946441131236469,13.745763250132809,8.223993341871772,12.39381578400491,171.21457832384186,-2.5054576792336407,29.083333333333332,322,322,322,322,True,True
08__kitchen_still.mp4,real,16,45.399014778325125,0.6354668990408684,0.01281447330313684,13.167861834041537,10.4499350805811,6.998681306870822,8.14729743026497,-171.6590198116247,-13.876080105383869,42.291666666666664,507,507,507,507,True,True
08__walking_outside_cafe_disgusted.mp4,real,5,48.1145584725537,0.34885832150090584,0.01054436081414965,8.172492975765772,7.991391086673114,4.803652525405783,8.29238089170757,171.7078688700551,-9.159327189572146,17.458333333333332,141,141,141,141,True,True
08__outside_talking_still_laughing.mp4,real,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.875,0,0,0,0,False,False
08__podium_speech_happy.mp4,real,15,39.48811700182815,0.5008739057809145,0.014447596231673911,2.028819344723263,1.8956062114906829,5.381419184878445,7.390698458025563,177.3088960909767,-0.31262013043359044,45.583333333333336,539,539,539,539,True,True
09__exit_phone_room.mp4,real,2,19.77116704805492,0.5087057153530715,0.006404618915708634,0.030711832772149016,0.5794325522530165,0.6453568594420865,1.5996324661101466,177.59557851375192,3.1562478536163785,18.208333333333332,125,125,125,125,True,True
08__walking_down_street_outside_angry.mp4,real,1,101.67146974063401,0.36510450253888393,0.004195895488751522,18.9567376930783,9.152855493216366,6.7772484906145625,6.860012353527339,168.33494446451007,-3.499194488603363,28.916666666666668,14,373,14,373,True,True
08__walk_down_hall_angry.mp4,real,0,0.0,0.4524758432502384,0.0022896589770814964,4677.208835645033,5.659196125583119,199.88409416736985,22.080129241825695,179.99993697971436,10.159965428689937,19.0,8,23,8,23,True,True
08__talking_against_wall.mp4,real,24,62.83636363636363,0.49457046927860926,0.015404450580110527,7.396678765105693,7.372870326756567,6.632403077339156,8.584329417849172,174.44149056185685,-2.3447951663701625,45.833333333333336,550,550,550,550,True,True
09__kitchen_pan.mp4,real,9,36.87055476529161,0.5650479231063146,0.008580207236479776,2.0694405368238566,29.36591126357928,2.6665338974935215,7.171025957827726,-177.74819783020627,-9.790170289939399,29.291666666666668,343,337,343,343,True,True
09__outside_talking_pan_laughing.mp4,real,22,79.02439024390245,0.3164015481090947,0.01991604709935898,5.209772015348857,100.87132559945569,4.812059589116344,9.092158053719965,176.1189415909304,8.74561003091527,34.166666666666664,394,390,394,394,True,True
09__outside_talking_still_laughing.mp4,real,34,104.17021276595744,0.31054369004722454,0.01611390424720401,2905.410958235483,4.232073135573561,73.2354559881084,6.686403773118542,179.46117246278232,-2.2922000325378984,39.166666666666664,470,470,470,470,True,True
09__talking_against_wall.mp4,real,13,38.4,0.45216928330012834,0.012795782440264747,1.1731718821659376,1.5287466186380112,2.192475894322485,3.549911369965825,176.7396986269886,-1.1812404148482127,40.625,487,487,487,487,True,True
09__podium_speech_happy.mp4,real,20,56.30498533724341,0.4435441006540905,0.02090156755240236,5.157332000145452,6.387871763550792,5.379290480783412,6.575062282075512,173.78174736748258,4.206453299282458,42.625,511,511,511,511,True,True
10__exit_phone_room.mp4,real,1,8.944099378881988,0.5063037257921966,0.001732399287304389,0.045747882642792,0.045046181041402004,0.44665704885194246,0.8747026840096395,-178.1949556036835,3.8464015686696413,13.416666666666666,152,152,152,152,True,True
09__walking_down_street_outside_angry.mp4,real,0,0.0,0.4282089754414576,0.012257511946538362,0.7549745729302534,17.333003773920375,6.781007698079616,15.574799992213867,-177.4988274281347,8.74104358959275,23.041666666666668,7,39,7,39,True,True
09__walk_down_hall_angry.mp4,real,0,0.0,0.4917520082942836,0.01208419268188484,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.208333333333332,8,0,8,0,True,False
09__talking_angry_couch.mp4,real,17,36.950943396226414,0.5002400000066137,0.01194284432883048,7.9735855992229325,7.653135263527245,7.968588763428185,10.866009252497985,169.3163394371843,16.933566901533823,55.208333333333336,662,662,662,662,True,True
10__kitchen_pan.mp4,real,4,15.197889182058049,0.5854428491704313,0.00881318137882753,2.1996058061557986,104.0652873452443,3.363521838577826,8.129465078047282,-173.44663493529998,-20.351699902597925,31.583333333333332,371,371,371,371,True,True
10__kitchen_still.mp4,real,11,35.59550561797752,0.5291313090218255,0.010861159904954001,2.906437547483303,7.011519626286774,3.575543619013214,7.262725079009925,-172.43907756319732,-14.78600884696827,37.083333333333336,445,445,445,445,True,True
10__outside_talking_pan_laughing.mp4,real,1,70.55276381909547,0.3373136805214127,0.004036352300044338,54.21224138528455,114.72418514481879,38.43290087247826,41.83813854042157,166.8083838196372,6.119378141734231,33.166666666666664,20,49,20,49,True,True
10__podium_speech_happy.mp4,real,7,20.18018018018018,0.5037890822415576,0.006998847397115248,3.2459362060895716,7.785376703570534,3.8192297662309684,7.227116395222205,176.10844013724096,-2.8816755089128008,41.625,487,487,487,487,True,True
10__talking_against_wall.mp4,real,1,2.8097560975609754,0.5266726448226116,0.002764497132932951,1.0959994129135933,0.5718716340538662,2.028844802628657,4.53466619754034,173.28110333247224,-4.7126697888304925,42.708333333333336,510,510,510,510,True,True
10__outside_talking_still_laughing.mp4,real,1,74.73417721518989,0.39396920648782374,0.002127106137473992,16.190432962013144,29.904334298240546,28.361149154827825,37.76845880448695,-168.44826791937302,-7.778917613971359,32.916666666666664,19,43,19,43,True,True
10__walking_down_street_outside_angry.mp4,real,1,2.88,0.40852067091554267,0.0006364331089845991,0.3176526685497897,0.740937879551847,0.6789877833473948,1.3597122216105832,170.83134126545772,2.1575775414236067,41.666666666666664,375,375,375,375,True,True
10__talking_angry_couch.mp4,real,5,10.176678445229681,0.4262420570655275,0.014540897416448763,2.8591224163860334,3.8684984202199617,4.052319239300713,6.558342108911859,170.9761775264707,14.304339229471573,58.958333333333336,704,704,704,704,True,True
